date,equity,benchmark
2025-08-11,1131347.456641003,1146528.2882329663
2025-08-12,1126581.456641003,1152456.0113937769
2025-08-13,1127254.435123303,1161565.0813330675
2025-08-14,1131721.620557303,1160657.038913998
2025-08-15,1163080.620557303,1168733.471333532
2025-08-18,1192025.620557303,1179040.378546615
2025-08-19,1183179.220746303,1174579.707073581
2025-08-20,1204963.777345603,1187935.3006565995
2025-08-21,1198958.086875203,1192572.8526743588
2025-08-22,1215974.6777219032,1217582.8161107027
2025-08-25,1244222.6777219032,1242953.493488098
2025-08-26,1232238.6777219032,1238328.1784891568
2025-08-27,1207209.6777219032,1219843.6053372314
2025-08-28,1241423.6777219032,1241440.552979756
2025-08-29,1263228.544410503,1250611.9204693898
2025-09-01,1272722.646300503,1258107.650723222
2025-09-02,1262350.411001003,1248858.1331815945
2025-09-03,1262264.3404353033,1240341.4461986953
2025-09-04,1259918.3680807033,1214026.0153457779
2025-09-05,1305471.953393703,1240479.1126603917
2025-09-08,1296817.683166203,1242494.883396507
2025-09-09,1281043.683166203,1233785.7414812967
2025-09-10,1275226.683166203,1236318.52626245
2025-09-11,1315451.683166203,1264872.4972167735
2025-09-12,1315867.683166203,1257631.2413315324
2025-09-15,1323566.683166203,1260706.6266516151
2025-09-16,1314326.7401504032,1258003.6360632733
2025-09-17,1346761.6152486033,1265703.5020401056
2025-09-18,1324735.5018298032,1250987.3744558352
2025-09-19,1339072.5297688032,1252047.267153867
2025-09-22,1323923.5297688032,1257800.8909105929
2025-09-23,1317989.3870688032,1257013.828109378
2025-09-24,1335920.2582788032,1269888.5624756825
2025-09-25,1346255.2582788032,1277513.6157692901
2025-09-26,1341474.2582788032,1265432.618941737
2025-09-29,1370228.2582788032,1284901.715880341
2025-09-30,1393243.7343628034,1290642.2682760572
2025-10-09,1451891.0247016032,1309773.178512796
2025-10-10,1426107.7836796034,1284006.466708217
2025-10-13,1425873.7232244036,1277650.1697747305
2025-10-14,1400298.2424853034,1262377.5359483287
2025-10-15,1398907.6498207035,1281073.475788919
2025-10-16,1401916.8854136036,1284448.111841902
2025-10-17,1396218.7057317034,1255472.2418524397
2025-10-20,1409711.6334097036,1262142.8076782844
2025-10-21,1417797.7518772036,1281514.0084663485
2025-10-22,1396010.1297773034,1277258.307058507
2025-10-23,1402463.5061223037,1281089.3282905694
2025-10-24,1402327.3690343036,1296201.7684160876
2025-10-27,1423351.3690343036,1311591.2101493834
2025-10-28,1418656.4598661037,1304903.679365633
2025-10-29,1458616.1769641037,1320440.5215528666
2025-10-30,1456557.7317341035,1309892.4894462668
2025-10-31,1423301.3303133035,1290635.0373103921
2025-11-03,1432414.3303133035,1294176.8199158595
2025-11-04,1419341.9345253035,1284525.1494376394
2025-11-05,1428577.9166306036,1286905.2495976384
2025-11-06,1474035.4773474035,1305301.382477201
