decision_date,planned_exec_date,symbol,reason,event,exit_layer
2025-03-12,2025-03-13,01288,take_profit: close=4.88 >= target=4.81,exit_signal,TAKE_PROFIT
2025-03-18,2025-03-19,03968,take_profit: close=50.55 >= target=49.89,exit_signal,TAKE_PROFIT
2025-03-18,2025-03-19,03328,take_profit: close=7.06 >= target=7.04,exit_signal,TAKE_PROFIT
2025-03-18,2025-03-19,00998,take_profit: close=6.33 >= target=6.30,exit_signal,TAKE_PROFIT
2025-03-21,2025-03-24,02318,trailing_stop: close=47.75 <= stop=48.76,exit_signal,STOP_TRAIL
2025-03-25,2025-03-26,02628,trailing_stop: close=15.66 <= stop=15.85,exit_signal,STOP_TRAIL
2025-03-26,2025-03-27,09633,trailing_stop: close=33.70 <= stop=35.67,exit_signal,STOP_TRAIL
2025-03-27,2025-03-28,00939,trailing_stop: close=6.75 <= stop=6.75,exit_signal,STOP_TRAIL
2025-04-07,2025-04-08,01109,trailing_stop: close=23.80 <= stop=25.12,exit_signal,STOP_TRAIL
2025-06-05,2025-06-06,00998,take_profit: close=7.17 >= target=7.15,exit_signal,TAKE_PROFIT
2025-06-11,2025-06-12,01398,take_profit: close=6.17 >= target=6.11,exit_signal,TAKE_PROFIT
2025-06-13,2025-06-16,02020,trailing_stop: close=93.25 <= stop=93.33,exit_signal,STOP_TRAIL
2025-06-13,2025-06-16,00267,take_profit: close=11.18 >= target=11.04,exit_signal,TAKE_PROFIT
2025-06-18,2025-06-19,00883,trailing_stop: close=18.14 <= stop=18.21,exit_signal,STOP_TRAIL
2025-07-03,2025-07-04,03968,trailing_stop: close=52.50 <= stop=53.88,exit_signal,STOP_TRAIL
2025-07-04,2025-07-07,01519,take_profit: close=7.69 >= target=7.45,exit_signal,TAKE_PROFIT
2025-07-10,2025-07-11,02899,trailing_stop: close=19.80 <= stop=19.81,exit_signal,STOP_TRAIL
2025-07-21,2025-07-22,00386,overbought: RSI=80.3 >= 80.0,exit_signal,OVERBOUGHT
2025-07-29,2025-07-30,00020,trailing_stop: close=1.60 <= stop=1.61,exit_signal,STOP_TRAIL
2025-08-01,2025-08-04,00700,trailing_stop: close=535.00 <= stop=536.67,exit_signal,STOP_TRAIL
2025-08-05,2025-08-06,00992,take_profit: close=11.14 >= target=11.07,exit_signal,TAKE_PROFIT
2025-08-08,2025-08-11,09633,take_profit: close=46.52 >= target=46.27,exit_signal,TAKE_PROFIT
2025-08-21,2025-08-22,09988,trailing_stop: close=115.70 <= stop=116.84,exit_signal,STOP_TRAIL
2025-08-28,2025-08-29,00857,trailing_stop: close=7.38 <= stop=7.38,exit_signal,STOP_TRAIL
2025-08-28,2025-08-29,09988,trailing_stop: close=115.80 <= stop=117.41,exit_signal,STOP_TRAIL
2025-09-03,2025-09-04,02628,trailing_stop: close=23.16 <= stop=23.32,exit_signal,STOP_TRAIL
2025-09-04,2025-09-05,02318,trailing_stop: close=55.65 <= stop=56.00,exit_signal,STOP_TRAIL
2025-09-04,2025-09-05,00175,trailing_stop: close=18.31 <= stop=18.64,exit_signal,STOP_TRAIL
2025-09-08,2025-09-09,09888,take_profit: close=106.20 >= target=103.89,exit_signal,TAKE_PROFIT
2025-09-09,2025-09-10,00857,trailing_stop: close=7.39 <= stop=7.45,exit_signal,STOP_TRAIL
2025-09-12,2025-09-15,00883,trailing_stop: close=19.42 <= stop=19.50,exit_signal,STOP_TRAIL
2025-09-17,2025-09-18,03750,take_profit: close=502.50 >= target=492.86,exit_signal,TAKE_PROFIT
2025-09-22,2025-09-23,00267,trailing_stop: close=11.33 <= stop=11.65,exit_signal,STOP_TRAIL
2025-11-10,2025-11-11,01088,take_profit: close=43.46 >= target=43.04,exit_signal,TAKE_PROFIT
2025-11-18,2025-11-19,09633,trailing_stop: close=52.60 <= stop=53.17,exit_signal,STOP_TRAIL
2025-12-02,2025-12-03,03988,trailing_stop: close=4.57 <= stop=4.60,exit_signal,STOP_TRAIL
2025-12-05,2025-12-08,09987,trailing_stop: close=360.20 <= stop=363.68,exit_signal,STOP_TRAIL
2025-12-10,2025-12-11,03968,trailing_stop: close=50.40 <= stop=51.48,exit_signal,STOP_TRAIL
2026-01-06,2026-01-07,02318,take_profit: close=72.00 >= target=69.25,exit_signal,TAKE_PROFIT
2026-01-13,2026-01-14,02628,take_profit: close=33.00 >= target=32.14,exit_signal,TAKE_PROFIT
2026-01-22,2026-01-23,01519,trailing_stop: close=11.12 <= stop=11.16,exit_signal,STOP_TRAIL
2026-01-26,2026-01-27,00386,take_profit: close=5.26 >= target=5.18,exit_signal,TAKE_PROFIT
2026-02-05,2026-02-06,09987,take_profit: close=437.20 >= target=435.47,exit_signal,TAKE_PROFIT
2026-02-11,2026-02-12,02057,take_profit: close=193.80 >= target=192.38,exit_signal,TAKE_PROFIT
2026-02-26,2026-02-27,02318,trailing_stop: close=67.85 <= stop=69.31,exit_signal,STOP_TRAIL
2026-04-08,2026-04-09,01088,trailing_stop: close=45.62 <= stop=45.66,exit_signal,STOP_TRAIL
2026-04-15,2026-04-16,00998,take_profit: close=8.18 >= target=8.17,exit_signal,TAKE_PROFIT
2026-04-21,2026-04-22,03988,take_profit: close=5.25 >= target=5.22,exit_signal,TAKE_PROFIT
2026-04-21,2026-04-22,00939,take_profit: close=8.96 >= target=8.89,exit_signal,TAKE_PROFIT
2026-04-30,2026-05-04,03328,trailing_stop: close=7.15 <= stop=7.16,exit_signal,STOP_TRAIL
2026-05-04,2026-05-04,02057,backtest_end_close,forced_close,FORCED_CLOSE
2026-05-04,2026-05-04,00267,backtest_end_close,forced_close,FORCED_CLOSE
